date,time,temp,humid,condition
2018/1/11,12:30 PM,37,100,Mostly Cloudy
2018/1/11,1:00 PM,39,93,Mostly Cloudy
2018/1/11,1:30 PM,39,93,Partly Cloudy
2018/1/11,2:00 PM,39,93,Mostly Cloudy
2018/1/11,2:30 PM,39,93,Mostly Cloudy
2018/1/11,3:00 PM,39,93,Mostly Cloudy
2018/1/11,3:30 PM,41,87,Partly Cloudy
2018/1/11,4:00 PM,39,93,Fair
2018/1/11,4:30 PM,37,93,Fair
2018/1/11,5:00 PM,37,93,Fog
2018/1/11,5:30 PM,36,100,Fog
2018/1/11,6:00 PM,36,100,Fog
2018/1/11,6:30 PM,34,100,Fog
2018/1/11,7:00 PM,32,100,Fog
2018/1/11,7:30 PM,30,100,Mist
2018/1/11,8:00 PM,30,93,Fair
2018/1/11,8:30 PM,28,100,Mist
2018/1/11,9:00 PM,28,100,Mist
2018/1/11,9:30 PM,28,93,Fair
2018/1/11,10:00 PM,27,100,Fair
2018/1/11,10:30 PM,28,93,Shallow Fog
2018/1/11,11:00 PM,34,100,Mostly Cloudy
2018/1/11,11:30 PM,37,93,Mostly Cloudy
2018/1/12,12:00 AM,45,93,Mostly Cloudy
2018/1/12,12:30 AM,46,87,Mostly Cloudy / Windy
2018/1/12,1:00 AM,37,93,Mostly Cloudy
2018/1/12,1:30 AM,37,93,Mostly Cloudy
2018/1/12,2:00 AM,39,93,Fair
2018/1/12,2:30 AM,39,93,Fair
2018/1/12,3:00 AM,39,93,Fair
2018/1/12,3:30 AM,41,87,Fair
2018/1/12,4:00 AM,41,87,Partly Cloudy
2018/1/12,4:30 AM,41,87,Partly Cloudy
2018/1/12,5:00 AM,41,87,Mostly Cloudy
2018/1/12,5:30 AM,41,87,Partly Cloudy
2018/1/12,6:00 AM,41,87,Partly Cloudy
2018/1/12,6:30 AM,41,81,Mostly Cloudy
2018/1/12,7:00 AM,41,81,Partly Cloudy
2018/1/12,7:30 AM,41,81,Partly Cloudy
2018/1/12,8:00 AM,41,81,Partly Cloudy
2018/1/12,8:30 AM,41,81,Partly Cloudy
2018/1/12,9:00 AM,41,81,Mostly Cloudy
2018/1/12,9:30 AM,41,81,Mostly Cloudy
2018/1/12,10:00 AM,43,76,Mostly Cloudy
2018/1/12,10:30 AM,43,81,Mostly Cloudy
2018/1/12,11:00 AM,45,76,Mostly Cloudy
2018/1/12,11:30 AM,45,81,Mostly Cloudy
2018/1/12,12:00 PM,46,76,Mostly Cloudy
2018/1/12,12:30 PM,46,71,Mostly Cloudy / Windy
2018/1/12,1:00 PM,46,71,Mostly Cloudy / Windy
2018/1/12,1:30 PM,46,76,Mostly Cloudy
2018/1/12,2:00 PM,46,71,Mostly Cloudy
2018/1/12,2:30 PM,46,76,Mostly Cloudy / Windy
2018/1/12,3:00 PM,46,76,Mostly Cloudy
2018/1/12,3:30 PM,46,71,Mostly Cloudy
2018/1/12,4:00 PM,46,81,Mostly Cloudy
2018/1/12,4:30 PM,46,81,Mostly Cloudy
2018/1/12,5:00 PM,46,81,Mostly Cloudy / Windy
2018/1/12,5:30 PM,46,81,Mostly Cloudy
2018/1/12,6:00 PM,46,81,Mostly Cloudy
2018/1/12,6:30 PM,46,76,Mostly Cloudy
2018/1/12,7:00 PM,46,81,Mostly Cloudy / Windy
2018/1/12,7:30 PM,46,81,Mostly Cloudy / Windy
2018/1/12,8:00 PM,46,87,Mostly Cloudy / Windy
2018/1/12,8:30 PM,46,87,Mostly Cloudy / Windy
2018/1/12,9:00 PM,46,87,Mostly Cloudy / Windy
2018/1/12,9:30 PM,46,87,Mostly Cloudy / Windy
2018/1/12,10:00 PM,46,87,Mostly Cloudy / Windy
2018/1/12,10:30 PM,46,81,Mostly Cloudy / Windy
2018/1/12,11:00 PM,46,81,Mostly Cloudy / Windy
2018/1/12,11:30 PM,46,87,Mostly Cloudy / Windy
2018/1/13,12:00 AM,45,100,Mostly Cloudy
2018/1/13,12:30 AM,45,93,Mostly Cloudy
2018/1/13,1:00 AM,46,81,Mostly Cloudy / Windy
2018/1/13,1:30 AM,46,87,Light Drizzle / Windy
2018/1/13,2:00 AM,45,93,Light Drizzle / Windy
2018/1/13,2:30 AM,45,93,Light Drizzle / Windy
2018/1/13,3:00 AM,45,93,Mostly Cloudy / Windy
2018/1/13,3:30 AM,46,81,Mostly Cloudy / Windy
2018/1/13,4:00 AM,46,81,Light Drizzle / Windy
2018/1/13,4:30 AM,45,87,Mostly Cloudy / Windy
2018/1/13,5:00 AM,45,87,Mostly Cloudy
2018/1/13,5:30 AM,45,87,Light Drizzle
2018/1/13,6:00 AM,45,87,Mostly Cloudy / Windy
2018/1/13,6:30 AM,45,87,Mostly Cloudy / Windy
2018/1/13,7:00 AM,45,87,Light Drizzle / Windy
2018/1/13,7:30 AM,45,87,Light Drizzle / Windy
2018/1/13,8:00 AM,45,93,Light Drizzle / Windy
2018/1/13,8:30 AM,45,87,Light Drizzle / Windy
2018/1/13,9:00 AM,45,93,Light Drizzle / Windy
2018/1/13,9:30 AM,45,93,Light Drizzle / Windy
2018/1/13,10:00 AM,45,93,Light Drizzle / Windy
2018/1/13,10:30 AM,45,93,Light Drizzle / Windy
2018/1/13,11:00 AM,45,93,Light Drizzle / Windy
2018/1/13,11:30 AM,45,93,Light Drizzle / Windy
2018/1/13,12:00 PM,45,93,Light Drizzle / Windy
2018/1/13,12:30 PM,45,93,Light Drizzle
2018/1/13,1:00 PM,46,87,Light Drizzle
2018/1/13,1:30 PM,45,93,Light Drizzle
2018/1/13,2:00 PM,46,87,Light Drizzle
2018/1/13,2:30 PM,46,87,Light Drizzle
2018/1/13,3:00 PM,46,87,Light Drizzle
2018/1/13,3:30 PM,45,93,Light Drizzle
2018/1/13,4:00 PM,45,93,Light Drizzle
2018/1/13,4:30 PM,46,87,Light Drizzle
2018/1/13,5:00 PM,46,87,Light Drizzle
2018/1/13,5:30 PM,45,100,Light Drizzle
2018/1/13,6:00 PM,45,100,Light Drizzle / Windy
2018/1/13,6:30 PM,45,100,Light Drizzle
2018/1/13,7:00 PM,46,93,Light Drizzle
2018/1/13,7:30 PM,45,100,Mostly Cloudy
2018/1/13,8:00 PM,45,100,Mostly Cloudy
2018/1/13,8:30 PM,45,100,Mostly Cloudy
2018/1/13,9:00 PM,45,93,Mostly Cloudy
2018/1/13,9:30 PM,45,100,Partly Cloudy
2018/1/13,10:00 PM,45,93,Partly Cloudy
2018/1/13,10:30 PM,45,93,Partly Cloudy
2018/1/13,11:00 PM,45,93,Partly Cloudy
2018/1/13,11:30 PM,45,93,Mostly Cloudy
2018/1/14,12:00 AM,48,93,Light Drizzle / Windy
2018/1/14,12:30 AM,48,93,Light Drizzle / Windy
2018/1/14,1:00 AM,45,93,Mostly Cloudy
2018/1/14,1:30 AM,43,100,Partly Cloudy
2018/1/14,2:00 AM,43,93,Partly Cloudy
2018/1/14,2:30 AM,41,93,Fair
2018/1/14,3:00 AM,39,93,Fair
2018/1/14,3:30 AM,36,100,Fair
2018/1/14,4:00 AM,34,100,Fair
2018/1/14,4:30 AM,36,100,Fair
2018/1/14,5:00 AM,37,93,Fair
2018/1/14,5:30 AM,37,93,Fair
2018/1/14,6:00 AM,37,93,Fair
2018/1/14,6:30 AM,37,93,Fair
2018/1/14,7:00 AM,39,87,Fair
2018/1/14,7:30 AM,39,87,Fair
2018/1/14,8:00 AM,36,87,Fair
2018/1/14,8:30 AM,34,87,Fair
2018/1/14,9:00 AM,37,93,Fair
2018/1/14,9:30 AM,32,93,Fair
2018/1/14,10:00 AM,36,100,Fair
2018/1/14,10:30 AM,37,93,Fair
2018/1/14,11:00 AM,39,93,Fair
2018/1/14,11:30 AM,41,87,Partly Cloudy
2018/1/14,12:00 PM,43,87,Partly Cloudy
2018/1/14,12:30 PM,45,81,Partly Cloudy
2018/1/14,1:00 PM,46,76,Mostly Cloudy
2018/1/14,1:30 PM,46,76,Mostly Cloudy
2018/1/14,2:00 PM,46,76,Mostly Cloudy
2018/1/14,2:30 PM,46,76,Mostly Cloudy
2018/1/14,3:00 PM,46,71,Mostly Cloudy
2018/1/14,3:30 PM,46,71,Mostly Cloudy
2018/1/14,4:00 PM,46,71,Cloudy
2018/1/14,4:30 PM,46,76,Mostly Cloudy
2018/1/14,5:00 PM,46,81,Mostly Cloudy
2018/1/14,5:30 PM,46,81,Mostly Cloudy
2018/1/14,6:00 PM,46,81,Mostly Cloudy
2018/1/14,6:30 PM,46,81,Light Rain
2018/1/14,7:00 PM,45,87,Light Rain
2018/1/14,7:30 PM,45,87,Light Rain / Windy
2018/1/14,8:00 PM,45,87,Light Drizzle / Windy
2018/1/14,8:30 PM,46,87,Light Drizzle / Windy
2018/1/14,9:00 PM,46,87,Mostly Cloudy / Windy
2018/1/14,9:30 PM,46,93,Light Drizzle / Windy
2018/1/14,10:00 PM,46,93,Light Drizzle / Windy
2018/1/14,10:30 PM,46,93,Light Drizzle / Windy
2018/1/14,11:00 PM,48,87,Light Drizzle / Windy
2018/1/14,11:30 PM,48,93,Light Drizzle / Windy
2018/1/15,12:00 AM,37,87,Mostly Cloudy / Windy
2018/1/15,12:30 AM,37,87,Mostly Cloudy
2018/1/15,1:00 AM,48,93,Mostly Cloudy / Windy
2018/1/15,1:30 AM,48,100,Light Drizzle
2018/1/15,2:00 AM,48,100,Light Drizzle / Windy
2018/1/15,2:30 AM,50,94,Mostly Cloudy / Windy
2018/1/15,3:00 AM,50,94,Mostly Cloudy / Windy
2018/1/15,3:30 AM,50,94,Light Drizzle
2018/1/15,4:00 AM,48,100,Light Drizzle
2018/1/15,4:30 AM,48,93,Light Drizzle
2018/1/15,5:00 AM,48,93,Light Drizzle
2018/1/15,5:30 AM,48,93,Mostly Cloudy
2018/1/15,6:00 AM,48,93,Mostly Cloudy
2018/1/15,6:30 AM,48,93,Light Drizzle
2018/1/15,7:00 AM,48,93,Light Drizzle
2018/1/15,7:30 AM,48,87,Light Drizzle
2018/1/15,8:00 AM,48,93,Light Drizzle
2018/1/15,8:30 AM,46,93,Light Drizzle / Windy
2018/1/15,9:00 AM,46,93,Light Drizzle
2018/1/15,9:30 AM,46,87,Mostly Cloudy
2018/1/15,10:00 AM,45,93,Partly Cloudy
2018/1/15,10:30 AM,45,93,Mostly Cloudy
2018/1/15,11:00 AM,45,87,Partly Cloudy / Windy
2018/1/15,11:30 AM,45,87,Partly Cloudy
2018/1/15,12:00 PM,45,87,Partly Cloudy / Windy
2018/1/15,12:30 PM,45,81,Mostly Cloudy / Windy
2018/1/15,1:00 PM,45,81,Mostly Cloudy / Windy
2018/1/15,1:30 PM,45,81,Mostly Cloudy / Windy
2018/1/15,2:00 PM,45,76,Mostly Cloudy / Windy
2018/1/15,2:30 PM,45,81,Light Rain Shower / Windy
2018/1/15,3:00 PM,43,87,Light Rain Shower
2018/1/15,3:30 PM,43,87,Light Rain Shower
2018/1/15,4:00 PM,45,76,Showers in the Vicinity
2018/1/15,4:30 PM,43,81,Showers in the Vicinity
2018/1/15,5:00 PM,41,81,Showers in the Vicinity
2018/1/15,5:30 PM,41,87,Showers in the Vicinity
2018/1/15,6:00 PM,41,87,Showers in the Vicinity
2018/1/15,6:30 PM,41,81,Showers in the Vicinity
2018/1/15,7:00 PM,41,81,Mostly Cloudy
2018/1/15,7:30 PM,41,87,Mostly Cloudy
2018/1/15,8:00 PM,41,81,Mostly Cloudy
2018/1/15,8:30 PM,41,81,Light Rain Shower / Windy
2018/1/15,9:00 PM,41,81,Mostly Cloudy
2018/1/15,9:30 PM,41,81,Mostly Cloudy / Windy
2018/1/15,10:00 PM,39,93,Light Rain Shower / Windy
2018/1/15,10:30 PM,39,87,Mostly Cloudy / Windy
2018/1/15,11:00 PM,41,81,Mostly Cloudy
2018/1/15,11:30 PM,39,87,Mostly Cloudy / Windy
2018/1/16,12:00 AM,32,100,Light Snow Shower / Windy
2018/1/16,12:30 AM,32,100,Light Snow Shower
2018/1/16,1:00 AM,37,87,Mostly Cloudy / Windy
2018/1/16,1:30 AM,37,87,Mostly Cloudy / Windy
2018/1/16,2:00 AM,37,87,Mostly Cloudy
2018/1/16,2:30 AM,37,81,Light Rain Shower / Windy
2018/1/16,3:00 AM,36,87,Mostly Cloudy
2018/1/16,3:30 AM,36,87,Mostly Cloudy / Windy
2018/1/16,4:00 AM,37,81,Mostly Cloudy / Windy
2018/1/16,4:30 AM,37,81,Mostly Cloudy / Windy
2018/1/16,5:00 AM,37,87,Mostly Cloudy
2018/1/16,5:30 AM,36,87,Mostly Cloudy / Windy
2018/1/16,6:00 AM,36,87,Mostly Cloudy / Windy
2018/1/16,6:42 AM,36,87,Mostly Cloudy / Windy
2018/1/16,7:00 AM,36,87,Mostly Cloudy / Windy
2018/1/16,7:30 AM,36,87,Mostly Cloudy / Windy
2018/1/16,8:00 AM,36,87,Mostly Cloudy / Windy
2018/1/16,8:30 AM,36,87,Mostly Cloudy / Windy
2018/1/16,9:00 AM,36,87,Partly Cloudy / Windy
2018/1/16,9:30 AM,36,87,Partly Cloudy / Windy
2018/1/16,10:00 AM,36,87,Partly Cloudy / Windy
2018/1/16,10:30 AM,36,87,Partly Cloudy
2018/1/16,11:00 AM,36,87,Partly Cloudy
2018/1/16,11:30 AM,37,81,Partly Cloudy
2018/1/16,12:00 PM,37,87,Mostly Cloudy / Windy
2018/1/16,12:30 PM,37,81,Mostly Cloudy / Windy
2018/1/16,1:00 PM,36,93,Wintry Mix / Windy
2018/1/16,1:30 PM,37,81,Mostly Cloudy / Windy
2018/1/16,2:00 PM,36,93,Wintry Mix
2018/1/16,2:30 PM,36,93,Wintry Mix / Windy
2018/1/16,3:00 PM,34,93,Mostly Cloudy / Windy
2018/1/16,3:30 PM,36,87,Mostly Cloudy / Windy
2018/1/16,4:00 PM,36,87,Mostly Cloudy
2018/1/16,4:30 PM,36,81,Mostly Cloudy / Windy
2018/1/16,5:00 PM,36,81,Mostly Cloudy / Windy
2018/1/16,5:30 PM,34,93,Light Snow Shower
2018/1/16,6:00 PM,34,93,Light Snow Shower / Windy
2018/1/16,6:30 PM,34,93,Light Snow Shower / Windy
2018/1/16,7:00 PM,34,93,Light Snow Shower
2018/1/16,7:30 PM,34,87,Mostly Cloudy / Windy
2018/1/16,8:00 PM,32,93,Light Snow Shower
2018/1/16,8:30 PM,34,87,Light Snow Shower / Windy
2018/1/16,9:00 PM,34,87,Light Snow Shower
2018/1/16,9:30 PM,34,87,Light Snow Shower / Windy
2018/1/16,10:00 PM,32,93,Light Snow Shower / Windy
2018/1/16,10:30 PM,32,93,Light Snow Shower
2018/1/16,11:00 PM,32,93,Partly Cloudy / Windy
2018/1/16,11:30 PM,32,93,Light Snow Shower / Windy
2018/1/17,12:00 AM,50,82,Light Rain Shower / Windy
2018/1/17,12:30 AM,48,82,Light Rain Shower / Windy
2018/1/17,1:00 AM,32,100,Light Snow Shower / Windy
2018/1/17,1:30 AM,32,93,Mostly Cloudy / Windy
2018/1/17,2:00 AM,32,93,Partly Cloudy / Windy
2018/1/17,2:30 AM,34,87,Mostly Cloudy / Windy
2018/1/17,3:00 AM,34,93,Light Snow Shower / Windy
2018/1/17,3:30 AM,34,93,Mostly Cloudy / Windy
2018/1/17,4:00 AM,34,93,Light Snow Shower / Windy
2018/1/17,4:30 AM,34,93,Mostly Cloudy / Windy
2018/1/17,5:00 AM,34,93,Mostly Cloudy / Windy
2018/1/17,5:30 AM,36,87,Mostly Cloudy / Windy
2018/1/17,6:00 AM,36,87,Mostly Cloudy / Windy
2018/1/17,6:30 AM,34,93,Partly Cloudy / Windy
2018/1/17,7:00 AM,34,93,Wintry Mix / Windy
2018/1/17,7:30 AM,34,93,Partly Cloudy / Windy
2018/1/17,8:00 AM,36,87,Mostly Cloudy
2018/1/17,8:30 AM,34,93,Partly Cloudy
2018/1/17,9:00 AM,34,93,Partly Cloudy
2018/1/17,9:30 AM,36,87,Mostly Cloudy
2018/1/17,10:00 AM,36,81,Mostly Cloudy
2018/1/17,10:30 AM,36,81,Mostly Cloudy
2018/1/17,11:00 AM,36,87,Mostly Cloudy
2018/1/17,11:30 AM,37,81,Mostly Cloudy / Windy
2018/1/17,12:00 PM,37,81,Mostly Cloudy / Windy
2018/1/17,12:30 PM,37,81,Partly Cloudy / Windy
2018/1/17,1:00 PM,39,81,Mostly Cloudy / Windy
2018/1/17,1:30 PM,39,81,Mostly Cloudy / Windy
2018/1/17,2:00 PM,41,76,Mostly Cloudy / Windy
2018/1/17,2:30 PM,41,76,Mostly Cloudy
2018/1/17,3:00 PM,41,76,Mostly Cloudy / Windy
2018/1/17,3:30 PM,41,76,Mostly Cloudy / Windy
2018/1/17,4:00 PM,41,81,Mostly Cloudy / Windy
2018/1/17,4:30 PM,41,81,Light Rain / Windy
2018/1/17,5:00 PM,41,81,Light Rain
2018/1/17,5:30 PM,41,76,Mostly Cloudy
2018/1/17,6:00 PM,39,87,Mostly Cloudy
2018/1/17,6:30 PM,39,87,Light Rain
2018/1/17,7:00 PM,39,93,Light Rain
2018/1/17,7:30 PM,39,87,Light Rain
2018/1/17,8:00 PM,37,93,Light Rain
2018/1/17,8:30 PM,37,93,Light Rain
2018/1/17,9:00 PM,37,93,Light Rain
2018/1/17,9:30 PM,39,93,Light Rain
2018/1/17,10:00 PM,46,93,Light Rain
2018/1/17,10:30 PM,46,93,Light Rain / Windy
2018/1/17,11:00 PM,48,93,Light Rain / Windy
2018/1/17,11:30 PM,50,87,Light Rain Shower / Windy
2018/1/18,12:00 AM,34,93,Fair
2018/1/18,12:30 AM,34,87,Fair
2018/1/18,1:00 AM,48,82,Mostly Cloudy / Windy
2018/1/18,1:30 AM,48,82,Light Rain Shower / Windy
2018/1/18,2:00 AM,45,81,Mostly Cloudy / Windy
2018/1/18,2:30 AM,39,81,Mostly Cloudy / Windy
2018/1/18,3:00 AM,37,87,Mostly Cloudy / Windy
2018/1/18,3:30 AM,37,87,Mostly Cloudy / Windy
2018/1/18,4:00 AM,37,87,Mostly Cloudy
2018/1/18,4:30 AM,39,87,Mostly Cloudy
2018/1/18,5:00 AM,39,87,Light Rain Shower
2018/1/18,5:30 AM,39,87,Mostly Cloudy
2018/1/18,6:00 AM,39,87,Mostly Cloudy
2018/1/18,6:30 AM,39,87,Mostly Cloudy
2018/1/18,7:00 AM,39,87,Partly Cloudy
2018/1/18,7:30 AM,37,93,Partly Cloudy
2018/1/18,8:00 AM,37,93,Partly Cloudy
2018/1/18,8:30 AM,39,87,Mostly Cloudy
2018/1/18,9:00 AM,37,93,Mostly Cloudy
2018/1/18,9:30 AM,37,93,Mostly Cloudy
2018/1/18,10:00 AM,37,93,Partly Cloudy
2018/1/18,10:30 AM,39,87,Partly Cloudy / Windy
2018/1/18,11:00 AM,39,87,Partly Cloudy / Windy
2018/1/18,11:30 AM,39,87,Partly Cloudy / Windy
2018/1/18,12:00 PM,39,87,Partly Cloudy / Windy
2018/1/18,12:30 PM,39,87,Partly Cloudy / Windy
2018/1/18,1:00 PM,39,87,Partly Cloudy / Windy
2018/1/18,1:30 PM,41,76,Partly Cloudy / Windy
2018/1/18,2:00 PM,39,81,Partly Cloudy / Windy
2018/1/18,2:30 PM,41,76,Mostly Cloudy / Windy
2018/1/18,3:00 PM,41,76,Partly Cloudy / Windy
2018/1/18,3:30 PM,41,76,Light Rain Shower
2018/1/18,4:00 PM,41,76,Partly Cloudy / Windy
2018/1/18,4:30 PM,39,75,Partly Cloudy
2018/1/18,5:00 PM,39,75,Partly Cloudy
2018/1/18,5:30 PM,39,75,Fair / Windy
2018/1/18,6:00 PM,37,81,Fair / Windy
2018/1/18,6:30 PM,37,81,Partly Cloudy / Windy
2018/1/18,7:00 PM,37,81,Partly Cloudy / Windy
2018/1/18,7:30 PM,36,87,Fair / Windy
2018/1/18,8:00 PM,36,87,Fair / Windy
2018/1/18,8:30 PM,36,87,Fair / Windy
2018/1/18,9:00 PM,36,87,Fair / Windy
2018/1/18,9:30 PM,36,87,Fair / Windy
2018/1/18,10:00 PM,36,87,Partly Cloudy / Windy
2018/1/18,10:30 PM,34,93,Partly Cloudy / Windy
2018/1/18,11:00 PM,34,93,Partly Cloudy
2018/1/18,11:30 PM,34,93,Partly Cloudy
2018/1/19,12:00 AM,36,87,Fair
2018/1/19,12:30 AM,36,87,Fair
2018/1/19,1:00 AM,34,87,Fair
2018/1/19,1:30 AM,34,87,Fair
2018/1/19,2:00 AM,34,87,Fair
2018/1/19,2:30 AM,34,93,Fair
2018/1/19,3:00 AM,34,93,Fair / Windy
2018/1/19,3:30 AM,34,93,Fair
2018/1/19,4:00 AM,34,93,Fair
2018/1/19,4:30 AM,34,93,Fair
2018/1/19,5:00 AM,34,87,Fair
2018/1/19,5:30 AM,34,87,Fair
2018/1/19,6:00 AM,34,87,Fair
2018/1/19,6:30 AM,34,87,Fair
2018/1/19,7:00 AM,34,87,Partly Cloudy
2018/1/19,7:30 AM,34,87,Mostly Cloudy
2018/1/19,8:00 AM,34,87,Fair
2018/1/19,8:30 AM,34,87,Partly Cloudy
2018/1/19,9:00 AM,34,87,Partly Cloudy
2018/1/19,9:30 AM,34,93,Mostly Cloudy / Windy
2018/1/19,10:00 AM,34,93,Mostly Cloudy / Windy
2018/1/19,10:30 AM,36,87,Mostly Cloudy
2018/1/19,11:00 AM,34,93,Mostly Cloudy / Windy
2018/1/19,11:30 AM,36,87,Partly Cloudy / Windy
2018/1/19,12:00 PM,36,87,Partly Cloudy / Windy
2018/1/19,12:30 PM,37,81,Partly Cloudy / Windy
2018/1/19,1:00 PM,37,81,Partly Cloudy / Windy
2018/1/19,1:30 PM,37,87,Mostly Cloudy / Windy
2018/1/19,2:00 PM,39,81,Partly Cloudy
2018/1/19,2:30 PM,39,81,Partly Cloudy / Windy
2018/1/19,3:00 PM,39,81,Partly Cloudy
2018/1/19,3:30 PM,39,81,Fair
2018/1/19,4:00 PM,39,81,Partly Cloudy
2018/1/19,4:30 PM,39,81,Fair / Windy
2018/1/19,5:00 PM,39,81,Fair
2018/1/19,5:30 PM,37,81,Fair
2018/1/19,6:00 PM,37,87,Fair
2018/1/19,6:30 PM,37,87,Fair
2018/1/19,7:00 PM,37,87,Light Rain Shower
2018/1/19,7:30 PM,36,87,Mostly Cloudy
2018/1/19,8:00 PM,36,87,Mostly Cloudy
2018/1/19,8:30 PM,36,87,Mostly Cloudy
2018/1/19,9:00 PM,36,87,Mostly Cloudy
2018/1/19,9:30 PM,36,87,Mostly Cloudy
2018/1/19,10:00 PM,36,87,Mostly Cloudy
2018/1/19,10:30 PM,37,81,Mostly Cloudy
2018/1/19,11:00 PM,36,87,Fair
2018/1/19,11:30 PM,36,87,Fair
2018/1/20,12:00 AM,34,93,Mostly Cloudy
2018/1/20,12:30 AM,34,93,Mostly Cloudy
2018/1/20,1:00 AM,36,87,Fair
2018/1/20,1:30 AM,36,93,Fair
2018/1/20,2:00 AM,37,87,Fair
2018/1/20,2:30 AM,37,87,Fair
2018/1/20,3:00 AM,37,87,Fair
2018/1/20,3:30 AM,37,87,Fair
2018/1/20,4:00 AM,37,87,Fair
2018/1/20,4:30 AM,37,87,Fair
2018/1/20,5:00 AM,37,87,Light Rain
2018/1/20,5:30 AM,37,87,Light Rain
2018/1/20,6:00 AM,36,100,Light Rain
2018/1/20,6:30 AM,36,100,Light Rain
2018/1/20,7:00 AM,36,100,Light Rain
2018/1/20,7:30 AM,36,100,Light Rain
2018/1/20,8:00 AM,36,100,Light Rain
2018/1/20,8:30 AM,36,100,Light Rain
2018/1/20,9:00 AM,36,100,Light Rain
2018/1/20,9:30 AM,36,100,Light Rain
2018/1/20,10:00 AM,36,100,Light Rain
2018/1/20,10:30 AM,36,100,Light Rain
2018/1/20,11:00 AM,36,100,Light Rain
2018/1/20,11:30 AM,37,93,Light Rain
2018/1/20,12:00 PM,37,93,Light Rain
2018/1/20,12:30 PM,37,100,Light Rain
2018/1/20,1:00 PM,37,100,Light Rain
2018/1/20,1:30 PM,39,93,Light Rain
2018/1/20,2:00 PM,39,100,Light Rain
2018/1/20,2:30 PM,39,100,Light Rain
2018/1/20,3:00 PM,39,93,Light Rain
2018/1/20,3:30 PM,39,93,Light Rain
2018/1/20,4:00 PM,39,100,Light Rain
2018/1/20,4:30 PM,39,100,Light Drizzle
2018/1/20,5:00 PM,39,100,Mostly Cloudy
2018/1/20,5:30 PM,39,100,Light Rain
2018/1/20,6:00 PM,39,100,Light Rain
2018/1/20,6:30 PM,39,100,Light Rain
2018/1/20,7:00 PM,37,100,Mostly Cloudy
2018/1/20,7:30 PM,37,93,Mostly Cloudy
2018/1/20,8:00 PM,34,100,Mostly Cloudy
2018/1/20,8:30 PM,34,100,Partly Cloudy
2018/1/20,9:00 PM,30,100,Fair
2018/1/20,9:30 PM,30,100,Shallow Fog
2018/1/20,10:00 PM,34,93,Mostly Cloudy
2018/1/20,10:30 PM,34,100,Mostly Cloudy
2018/1/20,11:00 PM,34,93,Mostly Cloudy
2018/1/20,11:30 PM,34,93,Mostly Cloudy
2018/1/21,12:00 AM,46,76,Mostly Cloudy
2018/1/21,12:30 AM,46,81,Mostly Cloudy
2018/1/21,1:00 AM,34,93,Mostly Cloudy
2018/1/21,1:30 AM,34,100,Mostly Cloudy
2018/1/21,2:00 AM,36,100,Light Rain
2018/1/21,2:30 AM,36,100,Light Rain
2018/1/21,3:00 AM,37,100,Light Rain
2018/1/21,3:30 AM,39,93,Light Rain
2018/1/21,4:00 AM,39,93,Light Rain
2018/1/21,4:30 AM,39,100,Light Rain
2018/1/21,5:00 AM,39,100,Light Rain
2018/1/21,5:30 AM,39,100,Light Rain
2018/1/21,6:00 AM,41,93,Light Rain
2018/1/21,6:30 AM,41,100,Light Rain
2018/1/21,7:00 AM,43,93,Light Rain
2018/1/21,7:30 AM,43,93,Light Rain
2018/1/21,8:00 AM,43,100,Light Rain / Windy
2018/1/21,8:30 AM,43,100,Light Rain
2018/1/21,9:00 AM,45,93,Light Rain
2018/1/21,9:30 AM,45,93,Light Rain
2018/1/21,10:00 AM,45,100,Rain
2018/1/21,10:30 AM,45,100,Light Rain
2018/1/21,11:00 AM,45,100,Light Rain
2018/1/21,11:30 AM,48,100,Light Rain
2018/1/21,12:00 PM,50,100,Light Rain
2018/1/21,12:30 PM,52,94,Light Rain
2018/1/21,1:00 PM,52,94,Light Rain
2018/1/21,1:30 PM,52,100,Light Rain
2018/1/21,2:00 PM,52,100,Light Rain / Windy
2018/1/21,2:30 PM,54,94,Light Rain / Windy
2018/1/21,3:00 PM,54,94,Light Rain / Windy
2018/1/21,3:30 PM,54,94,Light Rain / Windy
2018/1/21,4:00 PM,54,94,Light Rain / Windy
2018/1/21,4:30 PM,54,94,Light Rain
2018/1/21,5:00 PM,52,88,Mostly Cloudy / Windy
2018/1/21,5:30 PM,52,82,Mostly Cloudy / Windy
2018/1/21,6:00 PM,50,87,Mostly Cloudy / Windy
2018/1/21,6:30 PM,50,82,Mostly Cloudy / Windy
2018/1/21,7:00 PM,48,82,Partly Cloudy / Windy
2018/1/21,7:30 PM,48,82,Partly Cloudy / Windy
2018/1/21,8:00 PM,48,76,Mostly Cloudy / Windy
2018/1/21,8:30 PM,46,81,Mostly Cloudy / Windy
2018/1/21,9:00 PM,46,81,Mostly Cloudy / Windy
2018/1/21,9:30 PM,48,71,Mostly Cloudy / Windy
2018/1/21,10:00 PM,46,76,Mostly Cloudy / Windy
2018/1/21,10:30 PM,46,81,Mostly Cloudy / Windy
2018/1/21,11:00 PM,46,81,Mostly Cloudy / Windy
2018/1/21,11:30 PM,46,76,Mostly Cloudy
2018/1/22,12:00 AM,48,82,Mostly Cloudy
2018/1/22,12:30 AM,50,82,Mostly Cloudy
2018/1/22,1:00 AM,46,81,Light Drizzle
2018/1/22,1:30 AM,46,81,Mostly Cloudy
