,date,time,temp,humid,windspeed,condition
2018-03-22 04:30:00,2018-03-22,04:30:00,41,81,10,Fair
2018-03-22 05:00:00,2018-03-22,05:00:00,41,81,9,Fair
2018-03-22 05:30:00,2018-03-22,05:30:00,41,81,9,Fair
2018-03-22 06:00:00,2018-03-22,06:00:00,41,76,7,Fair
2018-03-22 06:30:00,2018-03-22,06:30:00,41,76,8,Fair
2018-03-22 07:00:00,2018-03-22,07:00:00,41,81,7,Mostly Cloudy
2018-03-22 07:30:00,2018-03-22,07:30:00,43,76,7,Mostly Cloudy
2018-03-22 08:00:00,2018-03-22,08:00:00,43,76,8,Mostly Cloudy
2018-03-22 08:30:00,2018-03-22,08:30:00,45,71,10,Mostly Cloudy
2018-03-22 09:00:00,2018-03-22,09:00:00,45,71,14,Mostly Cloudy
2018-03-22 09:30:00,2018-03-22,09:30:00,45,76,17,Mostly Cloudy
2018-03-22 10:00:00,2018-03-22,10:00:00,46,66,18,Mostly Cloudy
2018-03-22 10:30:00,2018-03-22,10:30:00,46,66,16,Mostly Cloudy
2018-03-22 11:00:00,2018-03-22,11:00:00,48,62,16,Mostly Cloudy
2018-03-22 11:30:00,2018-03-22,11:30:00,48,62,17,Mostly Cloudy
2018-03-22 12:00:00,2018-03-22,12:00:00,48,66,20,Mostly Cloudy
2018-03-22 12:30:00,2018-03-22,12:30:00,48,66,21,Mostly Cloudy / Windy
2018-03-22 13:00:00,2018-03-22,13:00:00,48,66,14,Mostly Cloudy
2018-03-22 13:30:00,2018-03-22,13:30:00,48,66,26,Mostly Cloudy / Windy
2018-03-22 14:00:00,2018-03-22,14:00:00,48,66,21,Mostly Cloudy / Windy
2018-03-22 14:30:00,2018-03-22,14:30:00,48,66,22,Mostly Cloudy / Windy
2018-03-22 15:00:00,2018-03-22,15:00:00,48,66,24,Mostly Cloudy / Windy
2018-03-22 15:30:00,2018-03-22,15:30:00,48,71,24,Mostly Cloudy / Windy
2018-03-22 16:00:00,2018-03-22,16:00:00,48,71,14,Mostly Cloudy
2018-03-22 16:30:00,2018-03-22,16:30:00,46,81,17,Light Rain
2018-03-22 17:00:00,2018-03-22,17:00:00,46,81,16,Light Rain
2018-03-22 17:30:00,2018-03-22,17:30:00,46,81,16,Light Rain
2018-03-22 18:00:00,2018-03-22,18:00:00,48,82,20,Light Rain
2018-03-22 18:30:00,2018-03-22,18:30:00,48,82,18,Light Rain
2018-03-22 19:00:00,2018-03-22,19:00:00,48,82,9,Mostly Cloudy
2018-03-22 19:30:00,2018-03-22,19:30:00,48,82,15,Mostly Cloudy
2018-03-22 20:00:00,2018-03-22,20:00:00,48,82,17,Mostly Cloudy
2018-03-22 20:30:00,2018-03-22,20:30:00,48,82,18,Mostly Cloudy
2018-03-22 21:00:00,2018-03-22,21:00:00,48,82,12,Light Rain
2018-03-22 21:30:00,2018-03-22,21:30:00,48,82,14,Mostly Cloudy
2018-03-22 22:00:00,2018-03-22,22:00:00,48,82,13,Light Rain
2018-03-22 22:30:00,2018-03-22,22:30:00,48,87,5,Light Rain
2018-03-22 23:00:00,2018-03-22,23:00:00,50,82,6,Light Rain
2018-03-22 23:30:00,2018-03-22,23:30:00,50,87,5,Light Rain
2018-03-23 00:00:00,2018-03-23,00:00:00,41,93,5,Light Rain
2018-03-23 00:30:00,2018-03-23,00:30:00,41,87,3,Light Rain
2018-03-23 01:00:00,2018-03-23,01:00:00,48,93,7,Mostly Cloudy
2018-03-23 01:30:00,2018-03-23,01:30:00,48,93,13,Mostly Cloudy
2018-03-23 02:00:00,2018-03-23,02:00:00,48,93,15,Mostly Cloudy
2018-03-23 02:30:00,2018-03-23,02:30:00,48,93,15,Mostly Cloudy
2018-03-23 03:00:00,2018-03-23,03:00:00,48,82,21,Mostly Cloudy / Windy
2018-03-23 03:30:00,2018-03-23,03:30:00,46,87,20,Mostly Cloudy
2018-03-23 04:00:00,2018-03-23,04:00:00,46,81,22,Light Rain / Windy
2018-03-23 04:30:00,2018-03-23,04:30:00,45,87,21,Mostly Cloudy / Windy
2018-03-23 05:00:00,2018-03-23,05:00:00,45,81,21,Mostly Cloudy / Windy
2018-03-23 05:30:00,2018-03-23,05:30:00,43,93,22,Light Rain / Windy
2018-03-23 06:00:00,2018-03-23,06:00:00,43,93,20,Light Rain
2018-03-23 06:30:00,2018-03-23,06:30:00,43,93,25,Light Rain / Windy
2018-03-23 07:00:00,2018-03-23,07:00:00,43,87,24,Mostly Cloudy / Windy
2018-03-23 07:30:00,2018-03-23,07:30:00,43,87,26,Mostly Cloudy / Windy
2018-03-23 08:00:00,2018-03-23,08:00:00,43,81,25,Mostly Cloudy / Windy
2018-03-23 08:30:00,2018-03-23,08:30:00,43,81,28,Mostly Cloudy / Windy
2018-03-23 09:00:00,2018-03-23,09:00:00,43,81,22,Mostly Cloudy / Windy
2018-03-23 09:30:00,2018-03-23,09:30:00,45,81,28,Mostly Cloudy / Windy
2018-03-23 10:00:00,2018-03-23,10:00:00,45,81,25,Mostly Cloudy / Windy
2018-03-23 10:30:00,2018-03-23,10:30:00,45,81,26,Mostly Cloudy / Windy
2018-03-23 11:00:00,2018-03-23,11:00:00,45,81,22,Mostly Cloudy / Windy
2018-03-23 11:30:00,2018-03-23,11:30:00,45,81,18,Mostly Cloudy
2018-03-23 12:00:00,2018-03-23,12:00:00,46,76,14,Mostly Cloudy
2018-03-23 12:30:00,2018-03-23,12:30:00,48,66,16,Showers in the Vicinity
2018-03-23 13:00:00,2018-03-23,13:00:00,50,62,18,Showers in the Vicinity
2018-03-23 13:30:00,2018-03-23,13:30:00,48,66,16,Showers in the Vicinity
2018-03-23 14:00:00,2018-03-23,14:00:00,48,66,16,Mostly Cloudy
2018-03-23 14:30:00,2018-03-23,14:30:00,48,66,13,Mostly Cloudy
2018-03-23 15:00:00,2018-03-23,15:00:00,48,66,9,Mostly Cloudy
2018-03-23 15:30:00,2018-03-23,15:30:00,48,66,9,Mostly Cloudy
2018-03-23 16:00:00,2018-03-23,16:00:00,48,66,9,Mostly Cloudy
2018-03-23 16:30:00,2018-03-23,16:30:00,48,62,8,Mostly Cloudy
2018-03-23 17:00:00,2018-03-23,17:00:00,48,62,7,Mostly Cloudy
2018-03-23 17:30:00,2018-03-23,17:30:00,48,62,6,Mostly Cloudy
2018-03-23 18:00:00,2018-03-23,18:00:00,48,57,2,Mostly Cloudy
2018-03-23 18:30:00,2018-03-23,18:30:00,48,66,7,Mostly Cloudy
2018-03-23 19:00:00,2018-03-23,19:00:00,46,76,7,Mostly Cloudy
2018-03-23 19:30:00,2018-03-23,19:30:00,45,81,6,Mostly Cloudy
2018-03-23 20:00:00,2018-03-23,20:00:00,43,87,6,Mostly Cloudy
2018-03-23 20:30:00,2018-03-23,20:30:00,43,87,5,Mostly Cloudy
2018-03-23 21:00:00,2018-03-23,21:00:00,43,87,6,Light Rain
2018-03-23 21:30:00,2018-03-23,21:30:00,43,93,6,Light Rain
2018-03-23 22:00:00,2018-03-23,22:00:00,43,93,5,Light Rain
2018-03-23 22:30:00,2018-03-23,22:30:00,43,87,6,Light Rain
2018-03-23 23:00:00,2018-03-23,23:00:00,43,87,6,Light Rain
2018-03-23 23:30:00,2018-03-23,23:30:00,41,93,5,Light Rain
2018-03-24 00:00:00,2018-03-24,00:00:00,41,81,6,Mostly Cloudy
2018-03-24 00:30:00,2018-03-24,00:30:00,39,87,6,Mostly Cloudy
2018-03-24 01:00:00,2018-03-24,01:00:00,41,87,6,Light Rain
2018-03-24 01:30:00,2018-03-24,01:30:00,39,93,5,Mostly Cloudy
2018-03-24 02:00:00,2018-03-24,02:00:00,41,93,5,Light Rain
2018-03-24 02:30:00,2018-03-24,02:30:00,41,93,5,Light Rain
2018-03-24 03:00:00,2018-03-24,03:00:00,39,93,5,Light Rain
2018-03-24 03:30:00,2018-03-24,03:30:00,39,93,8,Light Rain
2018-03-24 04:00:00,2018-03-24,04:00:00,39,100,8,Light Rain
2018-03-24 04:30:00,2018-03-24,04:30:00,39,100,6,Mostly Cloudy
2018-03-24 05:00:00,2018-03-24,05:00:00,39,93,6,Mostly Cloudy
2018-03-24 05:30:00,2018-03-24,05:30:00,37,93,7,Mostly Cloudy
2018-03-24 06:00:00,2018-03-24,06:00:00,37,93,5,Mostly Cloudy
2018-03-24 06:30:00,2018-03-24,06:30:00,37,93,6,Mostly Cloudy
2018-03-24 07:00:00,2018-03-24,07:00:00,37,93,7,Mostly Cloudy
2018-03-24 07:30:00,2018-03-24,07:30:00,36,100,7,Mostly Cloudy
2018-03-24 08:00:00,2018-03-24,08:00:00,36,93,7,Partly Cloudy
2018-03-24 08:30:00,2018-03-24,08:30:00,37,93,7,Partly Cloudy
2018-03-24 09:00:00,2018-03-24,09:00:00,39,87,8,Fair
2018-03-24 09:30:00,2018-03-24,09:30:00,41,87,7,Fair
2018-03-24 10:00:00,2018-03-24,10:00:00,45,76,9,Fair
2018-03-24 10:30:00,2018-03-24,10:30:00,45,76,9,Fair
2018-03-24 11:00:00,2018-03-24,11:00:00,45,71,8,Fair
2018-03-24 11:30:00,2018-03-24,11:30:00,46,66,8,Partly Cloudy
2018-03-24 12:00:00,2018-03-24,12:00:00,46,62,7,Partly Cloudy
2018-03-24 12:30:00,2018-03-24,12:30:00,48,54,7,Partly Cloudy
2018-03-24 13:00:00,2018-03-24,13:00:00,46,57,7,Partly Cloudy
2018-03-24 13:30:00,2018-03-24,13:30:00,48,54,7,Mostly Cloudy
2018-03-24 14:00:00,2018-03-24,14:00:00,48,54,7,Mostly Cloudy
2018-03-24 14:30:00,2018-03-24,14:30:00,48,57,9,Partly Cloudy
2018-03-24 15:00:00,2018-03-24,15:00:00,50,47,7,Partly Cloudy
2018-03-24 15:30:00,2018-03-24,15:30:00,52,47,5,Partly Cloudy
2018-03-24 16:00:00,2018-03-24,16:00:00,50,50,5,Partly Cloudy
2018-03-24 16:30:00,2018-03-24,16:30:00,52,47,8,Partly Cloudy
2018-03-24 17:00:00,2018-03-24,17:00:00,50,50,8,Partly Cloudy
2018-03-24 17:30:00,2018-03-24,17:30:00,50,47,7,Partly Cloudy
2018-03-24 18:00:00,2018-03-24,18:00:00,50,47,6,Partly Cloudy
2018-03-24 18:30:00,2018-03-24,18:30:00,50,50,9,Partly Cloudy
2018-03-24 19:00:00,2018-03-24,19:00:00,46,57,7,Mostly Cloudy
2018-03-24 19:30:00,2018-03-24,19:30:00,45,57,7,Mostly Cloudy
2018-03-24 20:00:00,2018-03-24,20:00:00,43,61,6,Mostly Cloudy
2018-03-24 20:30:00,2018-03-24,20:30:00,41,70,3,Mostly Cloudy
2018-03-24 21:00:00,2018-03-24,21:00:00,39,75,2,Mostly Cloudy
2018-03-24 21:30:00,2018-03-24,21:30:00,37,81,5,Mostly Cloudy
2018-03-24 22:00:00,2018-03-24,22:00:00,37,87,6,Mostly Cloudy
2018-03-24 22:30:00,2018-03-24,22:30:00,41,81,5,Mostly Cloudy
2018-03-24 23:00:00,2018-03-24,23:00:00,43,76,9,Mostly Cloudy
2018-03-24 23:30:00,2018-03-24,23:30:00,41,81,7,Mostly Cloudy
2018-03-25 00:00:00,2018-03-25,00:00:00,39,87,7,Mostly Cloudy
2018-03-25 00:30:00,2018-03-25,00:30:00,39,87,7,Mostly Cloudy
2018-03-25 01:00:00,2018-03-25,01:00:00,39,87,7,Mostly Cloudy
2018-03-25 01:30:00,2018-03-25,01:30:00,41,81,9,Mostly Cloudy
2018-03-25 02:00:00,2018-03-25,02:00:00,41,81,9,Mostly Cloudy
2018-03-25 02:30:00,2018-03-25,02:30:00,39,81,10,Partly Cloudy
2018-03-25 03:00:00,2018-03-25,03:00:00,36,93,8,Partly Cloudy
2018-03-25 03:30:00,2018-03-25,03:30:00,36,93,7,Fair
2018-03-25 04:00:00,2018-03-25,04:00:00,36,93,8,Fair
2018-03-25 04:30:00,2018-03-25,04:30:00,36,93,8,Fair
2018-03-25 05:00:00,2018-03-25,05:00:00,36,93,7,Fair
2018-03-25 05:30:00,2018-03-25,05:30:00,36,93,7,Fair
2018-03-25 06:00:00,2018-03-25,06:00:00,36,93,8,Fair
2018-03-25 06:30:00,2018-03-25,06:30:00,36,93,10,Fair
2018-03-25 07:00:00,2018-03-25,07:00:00,36,93,9,Partly Cloudy
2018-03-25 07:30:00,2018-03-25,07:30:00,36,93,9,Partly Cloudy
2018-03-25 08:00:00,2018-03-25,08:00:00,36,93,9,Partly Cloudy
2018-03-25 08:30:00,2018-03-25,08:30:00,36,93,10,Fair
2018-03-25 09:00:00,2018-03-25,09:00:00,37,93,10,Fair
2018-03-25 09:30:00,2018-03-25,09:30:00,39,87,10,Fair
2018-03-25 10:00:00,2018-03-25,10:00:00,41,87,10,Fair
2018-03-25 10:30:00,2018-03-25,10:30:00,43,81,12,Fair
2018-03-25 11:00:00,2018-03-25,11:00:00,45,76,10,Fair
2018-03-25 11:30:00,2018-03-25,11:30:00,46,76,10,Fair
2018-03-25 12:00:00,2018-03-25,12:00:00,48,71,9,Partly Cloudy
2018-03-25 12:30:00,2018-03-25,12:30:00,50,62,8,Partly Cloudy
2018-03-25 13:00:00,2018-03-25,13:00:00,48,62,8,Partly Cloudy
2018-03-25 13:30:00,2018-03-25,13:30:00,50,62,13,Partly Cloudy
2018-03-25 14:00:00,2018-03-25,14:00:00,50,58,12,Partly Cloudy
2018-03-25 14:30:00,2018-03-25,14:30:00,52,54,10,Partly Cloudy
2018-03-25 15:00:00,2018-03-25,15:00:00,50,58,13,Partly Cloudy
2018-03-25 15:30:00,2018-03-25,15:30:00,52,50,12,Partly Cloudy
2018-03-25 16:00:00,2018-03-25,16:00:00,50,50,12,Partly Cloudy
2018-03-25 16:30:00,2018-03-25,16:30:00,50,54,12,Partly Cloudy
2018-03-25 17:00:00,2018-03-25,17:00:00,50,54,8,Partly Cloudy
2018-03-25 17:30:00,2018-03-25,17:30:00,50,54,12,Partly Cloudy
2018-03-25 18:00:00,2018-03-25,18:00:00,48,57,10,Mostly Cloudy
2018-03-25 18:30:00,2018-03-25,18:30:00,48,62,10,Mostly Cloudy
2018-03-25 19:00:00,2018-03-25,19:00:00,46,66,8,Mostly Cloudy
2018-03-25 19:30:00,2018-03-25,19:30:00,46,66,7,Mostly Cloudy
2018-03-25 20:00:00,2018-03-25,20:00:00,45,71,6,Mostly Cloudy
2018-03-25 20:30:00,2018-03-25,20:30:00,43,70,5,Mostly Cloudy
2018-03-25 21:00:00,2018-03-25,21:00:00,43,76,8,Mostly Cloudy
2018-03-25 21:30:00,2018-03-25,21:30:00,43,76,8,Mostly Cloudy
2018-03-25 22:00:00,2018-03-25,22:00:00,43,76,8,Mostly Cloudy
2018-03-25 22:30:00,2018-03-25,22:30:00,43,76,8,Mostly Cloudy
2018-03-25 23:00:00,2018-03-25,23:00:00,43,81,8,Mostly Cloudy
2018-03-25 23:30:00,2018-03-25,23:30:00,43,81,8,Mostly Cloudy
2018-03-26 00:00:00,2018-03-26,00:00:00,43,81,7,Mostly Cloudy
2018-03-26 00:30:00,2018-03-26,00:30:00,43,81,8,Mostly Cloudy
2018-03-26 01:00:00,2018-03-26,01:00:00,41,87,7,Mostly Cloudy
2018-03-26 01:30:00,2018-03-26,01:30:00,43,81,7,Mostly Cloudy
2018-03-26 02:00:00,2018-03-26,02:00:00,41,87,7,Mostly Cloudy
2018-03-26 02:30:00,2018-03-26,02:30:00,41,87,6,Mostly Cloudy
2018-03-26 03:00:00,2018-03-26,03:00:00,41,87,10,Mostly Cloudy
2018-03-26 03:30:00,2018-03-26,03:30:00,41,81,9,Mostly Cloudy
2018-03-26 04:00:00,2018-03-26,04:00:00,41,81,9,Mostly Cloudy
2018-03-26 04:30:00,2018-03-26,04:30:00,39,87,10,Partly Cloudy
2018-03-26 05:00:00,2018-03-26,05:00:00,39,87,12,Partly Cloudy
2018-03-26 05:30:00,2018-03-26,05:30:00,37,93,8,Fair
2018-03-26 06:00:00,2018-03-26,06:00:00,37,87,8,Partly Cloudy
2018-03-26 06:30:00,2018-03-26,06:30:00,37,93,5,Partly Cloudy
2018-03-26 07:00:00,2018-03-26,07:00:00,37,93,7,Mostly Cloudy
2018-03-26 07:30:00,2018-03-26,07:30:00,37,93,7,Mostly Cloudy
2018-03-26 08:00:00,2018-03-26,08:00:00,39,93,7,Mostly Cloudy
2018-03-26 08:30:00,2018-03-26,08:30:00,39,93,6,Mostly Cloudy
2018-03-26 09:00:00,2018-03-26,09:00:00,41,87,7,Mostly Cloudy
2018-03-26 09:30:00,2018-03-26,09:30:00,45,76,7,Mostly Cloudy
2018-03-26 10:00:00,2018-03-26,10:00:00,45,76,5,Mostly Cloudy
2018-03-26 10:30:00,2018-03-26,10:30:00,46,66,7,Mostly Cloudy
2018-03-26 11:00:00,2018-03-26,11:00:00,48,62,9,Mostly Cloudy
2018-03-26 11:30:00,2018-03-26,11:30:00,48,66,9,Mostly Cloudy
2018-03-26 12:00:00,2018-03-26,12:00:00,48,66,8,Mostly Cloudy
2018-03-26 12:30:00,2018-03-26,12:30:00,50,66,8,Mostly Cloudy
2018-03-26 13:00:00,2018-03-26,13:00:00,50,62,9,Mostly Cloudy
2018-03-26 13:30:00,2018-03-26,13:30:00,50,62,9,Mostly Cloudy
2018-03-26 14:00:00,2018-03-26,14:00:00,50,62,9,Mostly Cloudy
2018-03-26 14:30:00,2018-03-26,14:30:00,52,62,10,Mostly Cloudy
2018-03-26 15:00:00,2018-03-26,15:00:00,52,62,8,Mostly Cloudy
2018-03-26 15:30:00,2018-03-26,15:30:00,52,62,9,Mostly Cloudy
2018-03-26 16:00:00,2018-03-26,16:00:00,50,71,15,Light Rain
2018-03-26 16:30:00,2018-03-26,16:30:00,50,71,12,Light Rain
2018-03-26 17:00:00,2018-03-26,17:00:00,50,71,8,Light Rain
2018-03-26 17:30:00,2018-03-26,17:30:00,50,71,12,Light Rain
2018-03-26 18:00:00,2018-03-26,18:00:00,50,71,14,Light Rain
2018-03-26 18:30:00,2018-03-26,18:30:00,48,82,13,Light Rain
2018-03-26 19:00:00,2018-03-26,19:00:00,48,82,14,Light Rain
2018-03-26 19:30:00,2018-03-26,19:30:00,46,87,13,Light Rain
2018-03-26 20:00:00,2018-03-26,20:00:00,46,87,14,Light Rain
2018-03-26 20:30:00,2018-03-26,20:30:00,46,87,14,Light Rain
2018-03-26 21:00:00,2018-03-26,21:00:00,46,87,16,Light Rain
2018-03-26 21:30:00,2018-03-26,21:30:00,45,93,18,Light Rain
2018-03-26 22:00:00,2018-03-26,22:00:00,46,87,15,Light Rain
2018-03-26 22:30:00,2018-03-26,22:30:00,46,87,18,Light Rain
2018-03-26 23:00:00,2018-03-26,23:00:00,45,100,13,Light Rain
2018-03-26 23:30:00,2018-03-26,23:30:00,46,93,8,Light Rain
2018-03-27 00:00:00,2018-03-27,00:00:00,46,93,10,Light Rain
2018-03-27 00:30:00,2018-03-27,00:30:00,46,93,10,Light Rain
2018-03-27 01:00:00,2018-03-27,01:00:00,46,93,9,Light Rain
2018-03-27 01:30:00,2018-03-27,01:30:00,50,94,6,Light Rain
2018-03-27 02:00:00,2018-03-27,02:00:00,50,94,16,Light Rain
2018-03-27 02:30:00,2018-03-27,02:30:00,50,94,16,Light Rain
2018-03-27 03:00:00,2018-03-27,03:00:00,50,94,15,Light Rain
2018-03-27 03:30:00,2018-03-27,03:30:00,50,94,15,Light Drizzle
2018-03-27 04:00:00,2018-03-27,04:00:00,50,94,14,Mostly Cloudy
2018-03-27 04:30:00,2018-03-27,04:30:00,50,94,13,Mostly Cloudy
2018-03-27 05:00:00,2018-03-27,05:00:00,50,94,13,Light Drizzle
2018-03-27 05:30:00,2018-03-27,05:30:00,50,94,12,Light Drizzle
2018-03-27 06:00:00,2018-03-27,06:00:00,50,94,12,Light Rain
2018-03-27 06:30:00,2018-03-27,06:30:00,46,93,18,Light Rain
2018-03-27 07:00:00,2018-03-27,07:00:00,46,93,18,Mostly Cloudy
2018-03-27 07:30:00,2018-03-27,07:30:00,45,93,24,Mostly Cloudy / Windy
2018-03-27 08:00:00,2018-03-27,08:00:00,45,93,18,Mostly Cloudy
2018-03-27 08:30:00,2018-03-27,08:30:00,46,87,21,Light Drizzle / Windy
2018-03-27 09:00:00,2018-03-27,09:00:00,46,81,20,Partly Cloudy
2018-03-27 09:30:00,2018-03-27,09:30:00,46,81,23,Mostly Cloudy / Windy
2018-03-27 10:00:00,2018-03-27,10:00:00,46,81,21,Light Drizzle / Windy
2018-03-27 10:30:00,2018-03-27,10:30:00,46,81,22,Light Drizzle / Windy
2018-03-27 11:00:00,2018-03-27,11:00:00,46,81,18,Light Drizzle
2018-03-27 11:30:00,2018-03-27,11:30:00,48,82,18,Light Drizzle
2018-03-27 12:00:00,2018-03-27,12:00:00,46,87,23,Light Rain / Windy
2018-03-27 12:30:00,2018-03-27,12:30:00,46,81,17,Light Drizzle
2018-03-27 13:00:00,2018-03-27,13:00:00,46,81,20,Mostly Cloudy
2018-03-27 13:30:00,2018-03-27,13:30:00,46,76,17,Showers in the Vicinity
2018-03-27 14:00:00,2018-03-27,14:00:00,46,76,20,Showers in the Vicinity
2018-03-27 14:30:00,2018-03-27,14:30:00,48,66,23,Mostly Cloudy / Windy
2018-03-27 15:00:00,2018-03-27,15:00:00,46,71,23,Light Rain Shower / Windy
2018-03-27 15:30:00,2018-03-27,15:30:00,46,66,22,Showers in the Vicinity
2018-03-27 16:00:00,2018-03-27,16:00:00,46,66,21,Showers in the Vicinity
2018-03-27 16:30:00,2018-03-27,16:30:00,45,81,22,Light Rain Shower / Windy
2018-03-27 17:00:00,2018-03-27,17:00:00,46,76,14,Mostly Cloudy
2018-03-27 17:30:00,2018-03-27,17:30:00,46,71,16,Mostly Cloudy
2018-03-27 18:00:00,2018-03-27,18:00:00,46,71,21,Mostly Cloudy / Windy
2018-03-27 18:30:00,2018-03-27,18:30:00,45,71,15,Showers in the Vicinity
2018-03-27 19:00:00,2018-03-27,19:00:00,45,71,7,Showers in the Vicinity
2018-03-27 19:30:00,2018-03-27,19:30:00,43,87,13,Showers in the Vicinity
2018-03-27 20:00:00,2018-03-27,20:00:00,43,81,12,Light Rain Shower
2018-03-27 20:30:00,2018-03-27,20:30:00,41,81,10,Mostly Cloudy
2018-03-27 21:00:00,2018-03-27,21:00:00,41,81,9,Mostly Cloudy
2018-03-27 21:30:00,2018-03-27,21:30:00,41,87,6,Mostly Cloudy
2018-03-27 22:00:00,2018-03-27,22:00:00,39,93,5,Mostly Cloudy
2018-03-27 22:30:00,2018-03-27,22:30:00,41,81,9,Partly Cloudy
2018-03-27 23:00:00,2018-03-27,23:00:00,39,87,10,Partly Cloudy
2018-03-27 23:30:00,2018-03-27,23:30:00,39,87,10,Partly Cloudy
2018-03-28 00:00:00,2018-03-28,00:00:00,39,87,9,Partly Cloudy
2018-03-28 00:30:00,2018-03-28,00:30:00,39,87,8,Mostly Cloudy
2018-03-28 01:00:00,2018-03-28,01:00:00,39,87,9,Mostly Cloudy
2018-03-28 01:30:00,2018-03-28,01:30:00,39,87,9,Mostly Cloudy
2018-03-28 02:00:00,2018-03-28,02:00:00,39,87,10,Mostly Cloudy
2018-03-28 02:30:00,2018-03-28,02:30:00,39,87,10,Mostly Cloudy
2018-03-28 03:00:00,2018-03-28,03:00:00,39,87,10,Mostly Cloudy
2018-03-28 03:30:00,2018-03-28,03:30:00,39,87,12,Mostly Cloudy
2018-03-28 04:00:00,2018-03-28,04:00:00,39,87,12,Mostly Cloudy
2018-03-28 04:30:00,2018-03-28,04:30:00,39,87,12,Mostly Cloudy
2018-03-28 05:00:00,2018-03-28,05:00:00,37,93,14,Mostly Cloudy
2018-03-28 05:30:00,2018-03-28,05:30:00,37,93,12,Mostly Cloudy
2018-03-28 06:00:00,2018-03-28,06:00:00,37,93,12,Mostly Cloudy
2018-03-28 06:30:00,2018-03-28,06:30:00,37,93,13,Light Rain Shower
2018-03-28 07:00:00,2018-03-28,07:00:00,37,93,14,Mostly Cloudy
2018-03-28 07:30:00,2018-03-28,07:30:00,37,93,10,Mostly Cloudy
2018-03-28 08:00:00,2018-03-28,08:00:00,39,87,14,Mostly Cloudy
2018-03-28 08:30:00,2018-03-28,08:30:00,39,87,14,Mostly Cloudy
2018-03-28 09:00:00,2018-03-28,09:00:00,39,87,14,Mostly Cloudy
2018-03-28 09:30:00,2018-03-28,09:30:00,39,93,14,Partly Cloudy
2018-03-28 10:00:00,2018-03-28,10:00:00,39,87,16,Mostly Cloudy
2018-03-28 10:30:00,2018-03-28,10:30:00,41,81,18,Mostly Cloudy
2018-03-28 11:00:00,2018-03-28,11:00:00,43,76,17,Mostly Cloudy
2018-03-28 11:30:00,2018-03-28,11:30:00,43,76,15,Mostly Cloudy
2018-03-28 12:00:00,2018-03-28,12:00:00,45,71,16,Mostly Cloudy
2018-03-28 12:30:00,2018-03-28,12:30:00,46,62,16,Partly Cloudy
2018-03-28 13:00:00,2018-03-28,13:00:00,46,62,15,Partly Cloudy
2018-03-28 13:30:00,2018-03-28,13:30:00,46,62,18,Partly Cloudy
2018-03-28 14:00:00,2018-03-28,14:00:00,46,57,15,Partly Cloudy
2018-03-28 14:30:00,2018-03-28,14:30:00,46,57,14,Showers in the Vicinity
2018-03-28 15:00:00,2018-03-28,15:00:00,48,54,15,Showers in the Vicinity
2018-03-28 15:30:00,2018-03-28,15:30:00,46,62,18,Showers in the Vicinity
2018-03-28 16:00:00,2018-03-28,16:00:00,45,61,13,Showers in the Vicinity
2018-03-28 16:30:00,2018-03-28,16:30:00,46,53,13,Showers in the Vicinity
2018-03-28 17:00:00,2018-03-28,17:00:00,46,53,18,Showers in the Vicinity
2018-03-28 17:30:00,2018-03-28,17:30:00,46,53,14,Showers in the Vicinity
2018-03-28 18:00:00,2018-03-28,18:00:00,46,53,13,Mostly Cloudy
2018-03-28 18:30:00,2018-03-28,18:30:00,45,57,14,Showers in the Vicinity
2018-03-28 19:00:00,2018-03-28,19:00:00,45,53,8,Showers in the Vicinity
2018-03-28 19:30:00,2018-03-28,19:30:00,43,61,7,Showers in the Vicinity
2018-03-28 20:00:00,2018-03-28,20:00:00,41,65,6,Showers in the Vicinity
2018-03-28 20:30:00,2018-03-28,20:30:00,41,70,6,Fair
2018-03-28 21:00:00,2018-03-28,21:00:00,37,81,6,Fair
2018-03-28 21:30:00,2018-03-28,21:30:00,36,87,6,Fair
2018-03-28 22:00:00,2018-03-28,22:00:00,37,81,6,Fair
2018-03-28 22:30:00,2018-03-28,22:30:00,37,81,6,Partly Cloudy
2018-03-28 23:00:00,2018-03-28,23:00:00,37,75,7,Partly Cloudy
2018-03-28 23:30:00,2018-03-28,23:30:00,37,75,7,Partly Cloudy
2018-03-29 00:00:00,2018-03-29,00:00:00,37,81,6,Partly Cloudy
2018-03-29 00:30:00,2018-03-29,00:30:00,37,81,5,Partly Cloudy
2018-03-29 01:00:00,2018-03-29,01:00:00,37,81,3,Mostly Cloudy
2018-03-29 01:30:00,2018-03-29,01:30:00,36,87,5,Partly Cloudy
2018-03-29 02:00:00,2018-03-29,02:00:00,36,87,5,Partly Cloudy
2018-03-29 02:30:00,2018-03-29,02:30:00,36,87,5,Mostly Cloudy
2018-03-29 03:00:00,2018-03-29,03:00:00,36,81,5,Fair
2018-03-29 03:30:00,2018-03-29,03:30:00,32,93,3,Fair
2018-03-29 04:00:00,2018-03-29,04:00:00,30,93,2,Fair
2018-03-29 04:30:00,2018-03-29,04:30:00,28,100,2,Fair
2018-03-29 05:00:00,2018-03-29,05:00:00,28,93,2,Fair
2018-03-29 05:30:00,2018-03-29,05:30:00,34,93,2,Fair
2018-03-29 06:00:00,2018-03-29,06:00:00,28,93,5,Fair
2018-03-29 06:30:00,2018-03-29,06:30:00,28,93,5,Fair
